id	file	line	kind	context	stated_status	severity	ledger_disposition	ledger_source
UNK-2	pickup-rag-frameworks.md	361	UNK	def	Disposition:RESOLVED			
GATE-RAG-1	pickup-rag-frameworks.md	364	GATE	ref				
GATE-RAG-1	pickup-rag-frameworks.md	365	GATE	ref	Disposition:RESOLVED;Tier:T2			
GATE-RAG-1	pickup-rag-frameworks.md	365	GATE	ref	Disposition:RESOLVED;Tier:T2			
GATE-RAG-4	pickup-rag-frameworks.md	365	GATE	ref	Disposition:RESOLVED;Tier:T2			
UNK-3	pickup-rag-frameworks.md	366	UNK	def	Disposition:TARGETED			
UNK-4	pickup-rag-frameworks.md	371	UNK	def	Disposition:TARGETED			
GATE-RAG-3	pickup-rag-frameworks.md	373	GATE	ref				
UNK-5	pickup-rag-frameworks.md	375	UNK	def	Disposition:TARGETED			
REQ-1	pickup-rl-envs.md	18	REQ	def				
REQ-2	pickup-rl-envs.md	19	REQ	def				
REQ-3	pickup-rl-envs.md	20	REQ	def				
REQ-4	pickup-rl-envs.md	21	REQ	def				
REQ-5	pickup-rl-envs.md	22	REQ	def				
REQ-CI-COST	pickup-rl-envs.md	24	REQ	def				
GATE-007	pickup-rl-envs.md	30	GATE	ref				
UNK-1	pickup-rl-envs.md	48	UNK	def				
UNK-1	pickup-rl-envs.md	48	UNK	def				
UNK-2	pickup-rl-envs.md	49	UNK	def				
UNK-2	pickup-rl-envs.md	49	UNK	def				
CLAIM-1	pickup-rl-envs.md	55	CLAIM	def	ADMISSIBLE;Tier:T0;Conf:High;Decl:universal			
CLAIM-2	pickup-rl-envs.md	56	CLAIM	def	ADMISSIBLE;Tier:T0;Conf:High			
CLAIM-3	pickup-rl-envs.md	57	CLAIM	def	ADMISSIBLE;Tier:T0;Conf:High			
CLAIM-4	pickup-rl-envs.md	58	CLAIM	def	ADMISSIBLE;Tier:T0;Conf:High			
CLAIM-5	pickup-rl-envs.md	59	CLAIM	def	ADMISSIBLE;Tier:T0;Conf:High			
CLAIM-6	pickup-rl-envs.md	60	CLAIM	def	ADMISSIBLE;Tier:T0;Conf:High			
CLAIM-7	pickup-rl-envs.md	61	CLAIM	def	ADMISSIBLE;Tier:T0;Conf:High			
CLAIM-8	pickup-rl-envs.md	62	CLAIM	def	CONTESTED;Tier:T0;Conf:Medium			
CLAIM-9	pickup-rl-envs.md	63	CLAIM	def	ADMISSIBLE;Tier:T3;Conf:Low			
CLAIM-10	pickup-rl-envs.md	64	CLAIM	def	CONTESTED;Tier:T0;Conf:Medium			
CLAIM-11	pickup-rl-envs.md	65	CLAIM	def	ADMISSIBLE;Tier:T0;Conf:High			
CLAIM-12	pickup-rl-envs.md	66	CLAIM	def	ADMISSIBLE;Tier:T0;Conf:High			
REQ-5	pickup-rl-envs.md	72	REQ	ref	Decl:load-bearing;Decl:advisory			
GATE-RL-01	pickup-rl-envs.md	78	GATE	def				
GATE-RL-02	pickup-rl-envs.md	79	GATE	def	RETIRED			
GATE-012	pickup-rl-envs.md	79	GATE	ref	RETIRED			
GATE-012	pickup-rl-envs.md	79	GATE	ref	RETIRED			
GATE-RL-03	pickup-rl-envs.md	80	GATE	def				
GATE-RL-04	pickup-rl-envs.md	81	GATE	def				
CLAIM-8	pickup-rl-envs.md	81	CLAIM	ref				
UNK-2	pickup-rl-envs.md	81	UNK	ref				
GATE-002	pickup-rl-envs.md	87	GATE	ref	Decl:load-bearing			
REQ-2	pickup-rl-envs.md	87	REQ	ref	Decl:load-bearing			
GATE-012	pickup-rl-envs.md	88	GATE	ref	Decl:load-bearing			
GATE-RL-02	pickup-rl-envs.md	88	GATE	ref	Decl:load-bearing			
GATE-RL-03	pickup-rl-envs.md	88	GATE	ref	Decl:load-bearing			
REQ-4	pickup-rl-envs.md	88	REQ	ref	Decl:load-bearing			
GATE-014	pickup-rl-envs.md	89	GATE	ref	Decl:universal			
GATE-015	pickup-rl-envs.md	90	GATE	ref	Decl:universal			
REQ-4	pickup-rl-envs.md	90	REQ	ref	Decl:universal			
GATE-016	pickup-rl-envs.md	91	GATE	ref	Decl:universal			
GATE-018	pickup-rl-envs.md	92	GATE	ref	Decl:universal			
GATE-RL-04	pickup-rl-envs.md	104	GATE	ref	Tier:T3			
UNK-4	pickup-rl-envs.md	115	UNK	ref				
GATE-RL-04	pickup-rl-envs.md	126	GATE	ref				
GATE-RL-01	pickup-rl-envs.md	129	GATE	ref				
GATE-RL-04	pickup-rl-envs.md	129	GATE	ref				
CLAIM-8	pickup-rl-envs.md	144	CLAIM	ref				
GATE-RL-04	pickup-rl-envs.md	144	GATE	ref				
UNK-2	pickup-rl-envs.md	144	UNK	ref				
UNK-1	pickup-rl-envs.md	148	UNK	def	Disposition:TARGETED			
UNK-2	pickup-rl-envs.md	150	UNK	def	Disposition:TARGETED			
UNK-3	pickup-rl-envs.md	152	UNK	def	Decl:load-bearing;Disposition:TARGETED			
UNK-4	pickup-rl-envs.md	154	UNK	def	Disposition:TARGETED			
UNK-5	pickup-rl-envs.md	156	UNK	def	Disposition:RESOLVED			
REQ-1	pickup-sandbox-exec.md	37	REQ	def				
REQ-2	pickup-sandbox-exec.md	41	REQ	def				
GATE-007	pickup-sandbox-exec.md	46	GATE	ref				
REQ-3	pickup-sandbox-exec.md	51	REQ	def				
REQ-4	pickup-sandbox-exec.md	55	REQ	def				
REQ-5	pickup-sandbox-exec.md	58	REQ	def				
REQ-6	pickup-sandbox-exec.md	61	REQ	def				
REQ-CI-COST	pickup-sandbox-exec.md	66	REQ	def				
GATE-007	pickup-sandbox-exec.md	72	GATE	ref				
UNK-4	pickup-sandbox-exec.md	89	UNK	ref				
CLAIM-10	pickup-sandbox-exec.md	89	CLAIM	ref				
UNK-3	pickup-sandbox-exec.md	112	UNK	ref				
REQ-6	pickup-sandbox-exec.md	116	REQ	ref				
UNK-1	pickup-sandbox-exec.md	118	UNK	ref				
UNK-2	pickup-sandbox-exec.md	121	UNK	ref				
UNK-1	pickup-sandbox-exec.md	122	UNK	ref	Disposition:TARGETED			
GATE-007	pickup-sandbox-exec.md	122	GATE	ref	Disposition:TARGETED			
CLAIM-1	pickup-sandbox-exec.md	131	CLAIM	def	ADMISSIBLE;Tier:T0;Conf:High			
CLAIM-2	pickup-sandbox-exec.md	132	CLAIM	def	ADMISSIBLE;Tier:T0;Conf:High			
CLAIM-3	pickup-sandbox-exec.md	133	CLAIM	def	ADMISSIBLE;Tier:T0;Conf:High			
CLAIM-4	pickup-sandbox-exec.md	134	CLAIM	def	ADMISSIBLE;Tier:T0;Conf:High			
CLAIM-5	pickup-sandbox-exec.md	135	CLAIM	def	ADMISSIBLE;Tier:T0;Conf:High			
CLAIM-6	pickup-sandbox-exec.md	136	CLAIM	def	ADMISSIBLE;Tier:T0;Conf:High			
CLAIM-7	pickup-sandbox-exec.md	137	CLAIM	def	ADMISSIBLE;Tier:T0;Conf:High			
CLAIM-8	pickup-sandbox-exec.md	138	CLAIM	def	ADMISSIBLE;Tier:T0;Conf:High			
REQ-1	pickup-sandbox-exec.md	138	REQ	ref	ADMISSIBLE;Tier:T0;Conf:High			
CLAIM-9	pickup-sandbox-exec.md	139	CLAIM	def	CONTESTED;Tier:T0;Conf:Medium			
CLAIM-10	pickup-sandbox-exec.md	140	CLAIM	def	Tier:T0			
CLAIM-11	pickup-sandbox-exec.md	141	CLAIM	def	ADMISSIBLE;Tier:T0;Conf:High			
CLAIM-12	pickup-sandbox-exec.md	142	CLAIM	def	CONTESTED;Tier:T3;Conf:Low			
CLAIM-9	pickup-sandbox-exec.md	144	CLAIM	ref	CONTESTED			
CLAIM-1	pickup-sandbox-exec.md	144	CLAIM	ref	CONTESTED			
REQ-1	pickup-sandbox-exec.md	168	REQ	ref				
GATE-SB-1	pickup-sandbox-exec.md	198	GATE	def	RETIRED			
GATE-007	pickup-sandbox-exec.md	198	GATE	ref	RETIRED			
GATE-007	pickup-sandbox-exec.md	199	GATE	ref				
REQ-1	pickup-sandbox-exec.md	203	REQ	ref				
GATE-SB-2	pickup-sandbox-exec.md	205	GATE	def				
GATE-SB-3	pickup-sandbox-exec.md	210	GATE	def				
GATE-SB-4	pickup-sandbox-exec.md	215	GATE	def	RETIRED			
GATE-007	pickup-sandbox-exec.md	215	GATE	ref	RETIRED			
GATE-007	pickup-sandbox-exec.md	215	GATE	ref	RETIRED			
GATE-002	pickup-sandbox-exec.md	221	GATE	ref	Decl:advisory			
GATE-007	pickup-sandbox-exec.md	222	GATE	ref	Decl:load-bearing			
REQ-2	pickup-sandbox-exec.md	222	REQ	ref	Decl:load-bearing			
REQ-4	pickup-sandbox-exec.md	222	REQ	ref	Decl:load-bearing			
GATE-SB-1	pickup-sandbox-exec.md	222	GATE	ref	Decl:load-bearing			
GATE-014	pickup-sandbox-exec.md	223	GATE	ref	Decl:universal			
REQ-5	pickup-sandbox-exec.md	223	REQ	ref	Decl:universal			
GATE-015	pickup-sandbox-exec.md	224	GATE	ref	Decl:universal			
REQ-5	pickup-sandbox-exec.md	224	REQ	ref	Decl:universal			
GATE-016	pickup-sandbox-exec.md	225	GATE	ref	Decl:universal			
GATE-018	pickup-sandbox-exec.md	226	GATE	ref	Decl:universal			
GATE-007	pickup-sandbox-exec.md	323	GATE	ref				
GATE-SB-2	pickup-sandbox-exec.md	324	GATE	ref				
GATE-SB-1	pickup-sandbox-exec.md	324	GATE	ref				
GATE-SB-4	pickup-sandbox-exec.md	324	GATE	ref				
GATE-007	pickup-sandbox-exec.md	324	GATE	ref				
UNK-1	pickup-sandbox-exec.md	372	UNK	def	Disposition:TARGETED			
GATE-007	pickup-sandbox-exec.md	374	GATE	ref				
GATE-007	pickup-sandbox-exec.md	376	GATE	ref	Disposition:TARGETED			
UNK-2	pickup-sandbox-exec.md	377	UNK	def	Disposition:TARGETED			
UNK-3	pickup-sandbox-exec.md	382	UNK	def	Disposition:TARGETED			
UNK-4	pickup-sandbox-exec.md	386	UNK	def	Disposition:TARGETED			
UNK-5	pickup-sandbox-exec.md	390	UNK	def	Disposition:TARGETED			
UNK-6	pickup-sandbox-exec.md	395	UNK	def	Disposition:TARGETED			
GATE-SB-NN	pickup-sandbox-exec.md	399	GATE	ref	Disposition:TARGETED			
UNK-7	pickup-sandbox-exec.md	400	UNK	def	Disposition:ADVISORY			
REQ-1	pickup-structured-output.md	41	REQ	def				
REQ-2	pickup-structured-output.md	43	REQ	def				
REQ-3	pickup-structured-output.md	46	REQ	def				
REQ-4	pickup-structured-output.md	49	REQ	def				
REQ-5	pickup-structured-output.md	52	REQ	def				
REQ-6	pickup-structured-output.md	54	REQ	def				
REQ-CI-COST	pickup-structured-output.md	60	REQ	def				
GATE-007	pickup-structured-output.md	66	GATE	ref				
UNK-1	pickup-structured-output.md	103	UNK	ref				
CLAIM-1	pickup-structured-output.md	117	CLAIM	def	ADMISSIBLE;Tier:T0;Conf:High			
CLAIM-2	pickup-structured-output.md	118	CLAIM	def	ADMISSIBLE;Tier:T0;Conf:High			
CLAIM-3	pickup-structured-output.md	119	CLAIM	def	ADMISSIBLE;Tier:T0;Conf:High			
CLAIM-4	pickup-structured-output.md	120	CLAIM	def	ADMISSIBLE;Tier:T0;Conf:High			
CLAIM-5	pickup-structured-output.md	121	CLAIM	def	ADMISSIBLE;Tier:T0;Conf:High			
CLAIM-6	pickup-structured-output.md	122	CLAIM	def	ADMISSIBLE;Tier:T0;Conf:High			
CLAIM-7	pickup-structured-output.md	123	CLAIM	def	ADMISSIBLE;Tier:T0;Conf:High			
CLAIM-8	pickup-structured-output.md	124	CLAIM	def	ADMISSIBLE;Tier:T0;Conf:High			
CLAIM-9	pickup-structured-output.md	125	CLAIM	def	ADMISSIBLE;Tier:T0;Conf:High			
CLAIM-10	pickup-structured-output.md	126	CLAIM	def	ADMISSIBLE;Tier:T0;Conf:High			
CLAIM-11	pickup-structured-output.md	127	CLAIM	def	ADMISSIBLE;Tier:T0;Conf:High			
CLAIM-12	pickup-structured-output.md	128	CLAIM	def	ADMISSIBLE;Tier:T0;Conf:High			
CLAIM-13	pickup-structured-output.md	129	CLAIM	def	ADMISSIBLE;Tier:T0;Conf:High			
CLAIM-14	pickup-structured-output.md	130	CLAIM	def	ADMISSIBLE;Tier:T0;Conf:High			
CLAIM-15	pickup-structured-output.md	131	CLAIM	def	ADMISSIBLE;Tier:T0;Conf:High			
CLAIM-13	pickup-structured-output.md	175	CLAIM	ref				
GATE-SO-1	pickup-structured-output.md	184	GATE	def				
GATE-SO-2	pickup-structured-output.md	189	GATE	def	RETIRED			
GATE-004	pickup-structured-output.md	189	GATE	ref	RETIRED			
GATE-004	pickup-structured-output.md	189	GATE	ref	RETIRED			
GATE-SO-3	pickup-structured-output.md	190	GATE	def	RETIRED			
GATE-004	pickup-structured-output.md	190	GATE	ref	RETIRED			
GATE-004	pickup-structured-output.md	190	GATE	ref	RETIRED			
GATE-SO-4	pickup-structured-output.md	191	GATE	def				
CLAIM-13	pickup-structured-output.md	194	CLAIM	ref				
GATE-SO-1	pickup-structured-output.md	281	GATE	ref				
GATE-SO-4	pickup-structured-output.md	281	GATE	ref				
GATE-SO-2	pickup-structured-output.md	281	GATE	ref				
GATE-SO-3	pickup-structured-output.md	281	GATE	ref				
GATE-004	pickup-structured-output.md	282	GATE	ref				
GATE-SO-1	pickup-structured-output.md	290	GATE	ref	Decl:load-bearing;Decl:advisory			
GATE-004	pickup-structured-output.md	291	GATE	ref				
GATE-SO-4	pickup-structured-output.md	294	GATE	ref				
GATE-004	pickup-structured-output.md	301	GATE	ref	Decl:load-bearing			
GATE-014	pickup-structured-output.md	302	GATE	ref	Decl:universal			
GATE-015	pickup-structured-output.md	303	GATE	ref	Decl:universal			
GATE-016	pickup-structured-output.md	304	GATE	ref	Decl:universal			
GATE-017	pickup-structured-output.md	305	GATE	ref	Decl:advisory;Decl:load-bearing			
GATE-018	pickup-structured-output.md	306	GATE	ref	Decl:advisory			
UNK-1	pickup-structured-output.md	344	UNK	ref				
UNK-1	pickup-structured-output.md	351	UNK	def	Disposition:TARGETED			
UNK-2	pickup-structured-output.md	356	UNK	def	Disposition:TARGETED			
UNK-3	pickup-structured-output.md	364	UNK	def	Disposition:TARGETED			
UNK-4	pickup-structured-output.md	368	UNK	def	Disposition:TARGETED			
UNK-5	pickup-structured-output.md	372	UNK	def	Disposition:ADVISORY			
REQ-VDB-01	pickup-vector-dbs.md	41	REQ	def				
REQ-VDB-02	pickup-vector-dbs.md	44	REQ	def				
REQ-VDB-03	pickup-vector-dbs.md	47	REQ	def				
REQ-VDB-04	pickup-vector-dbs.md	50	REQ	def				
REQ-VDB-05	pickup-vector-dbs.md	53	REQ	def				
REQ-VDB-06	pickup-vector-dbs.md	57	REQ	def				
REQ-CI-COST	pickup-vector-dbs.md	61	REQ	def				
GATE-007	pickup-vector-dbs.md	67	GATE	ref				
UNK-VDB-01	pickup-vector-dbs.md	88	UNK	ref				
UNK-VDB-01	pickup-vector-dbs.md	101	UNK	ref				
UNK-VDB-05	pickup-vector-dbs.md	101	UNK	ref				
CLAIM-VDB-01	pickup-vector-dbs.md	112	CLAIM	def	ADMISSIBLE;Tier:T0;Conf:High			
CLAIM-VDB-02	pickup-vector-dbs.md	113	CLAIM	def	ADMISSIBLE;Tier:T0;Conf:High			
CLAIM-VDB-03	pickup-vector-dbs.md	114	CLAIM	def	ADMISSIBLE;Tier:T0;Conf:High			
CLAIM-VDB-04	pickup-vector-dbs.md	115	CLAIM	def	CONTESTED;Tier:T2;Conf:Low			
CLAIM-VDB-05	pickup-vector-dbs.md	116	CLAIM	def	ADMISSIBLE;Tier:T0;Conf:High			
CLAIM-VDB-06	pickup-vector-dbs.md	117	CLAIM	def	ADMISSIBLE;Tier:T0;Conf:High			
CLAIM-VDB-07	pickup-vector-dbs.md	118	CLAIM	def	ADMISSIBLE;Tier:T0;Conf:High			
CLAIM-VDB-08	pickup-vector-dbs.md	119	CLAIM	def	ADMISSIBLE;Tier:T0;Conf:High			
CLAIM-VDB-09	pickup-vector-dbs.md	120	CLAIM	def	ADMISSIBLE;Tier:T0;Conf:High			
CLAIM-VDB-10	pickup-vector-dbs.md	121	CLAIM	def	ADMISSIBLE;Tier:T0;Conf:High			
CLAIM-VDB-11	pickup-vector-dbs.md	122	CLAIM	def	ADMISSIBLE;Tier:T0;Conf:High			
CLAIM-VDB-12	pickup-vector-dbs.md	123	CLAIM	def	ADMISSIBLE;Tier:T0;Conf:High			
CLAIM-VDB-13	pickup-vector-dbs.md	124	CLAIM	def	ADMISSIBLE;Tier:T0;Conf:High			
CLAIM-VDB-14	pickup-vector-dbs.md	125	CLAIM	def	ADMISSIBLE;Tier:T0;Conf:High			
REQ-VDB-05	pickup-vector-dbs.md	135	REQ	ref				
GATE-VDB-01	pickup-vector-dbs.md	157	GATE	def	RETIRED			
GATE-009	pickup-vector-dbs.md	157	GATE	ref	RETIRED			
GATE-009	pickup-vector-dbs.md	158	GATE	ref				
GATE-VDB-02	pickup-vector-dbs.md	163	GATE	def				
GATE-VDB-03	pickup-vector-dbs.md	167	GATE	def				
GATE-VDB-04	pickup-vector-dbs.md	172	GATE	def				
GATE-002	pickup-vector-dbs.md	181	GATE	ref	Decl:advisory			
REQ-VDB-01	pickup-vector-dbs.md	181	REQ	ref	Decl:advisory			
REQ-VDB-05	pickup-vector-dbs.md	181	REQ	ref	Decl:advisory			
GATE-009	pickup-vector-dbs.md	182	GATE	ref	Decl:load-bearing			
REQ-VDB-02	pickup-vector-dbs.md	182	REQ	ref	Decl:load-bearing			
GATE-VDB-01	pickup-vector-dbs.md	182	GATE	ref	Decl:load-bearing			
GATE-014	pickup-vector-dbs.md	183	GATE	ref	Decl:universal			
GATE-015	pickup-vector-dbs.md	184	GATE	ref	Decl:universal			
GATE-016	pickup-vector-dbs.md	185	GATE	ref	Decl:universal			
GATE-018	pickup-vector-dbs.md	186	GATE	ref	Decl:universal			
REQ-VDB-06	pickup-vector-dbs.md	186	REQ	ref	Decl:universal			
GATE-009	pickup-vector-dbs.md	205	GATE	ref				
GATE-VDB-01	pickup-vector-dbs.md	205	GATE	ref				
GATE-VDB-02	pickup-vector-dbs.md	206	GATE	ref	Tier:T1			
GATE-VDB-03	pickup-vector-dbs.md	240	GATE	ref				
GATE-009	pickup-vector-dbs.md	263	GATE	ref				
CLAIM-VDB-13	pickup-vector-dbs.md	289	CLAIM	ref				
UNK-VDB-01	pickup-vector-dbs.md	347	UNK	def	Disposition:TARGETED			
REQ-VDB-01	pickup-vector-dbs.md	350	REQ	ref				
UNK-VDB-02	pickup-vector-dbs.md	352	UNK	def	Disposition:TARGETED			
GATE-VDB-02	pickup-vector-dbs.md	353	GATE	ref				
UNK-VDB-03	pickup-vector-dbs.md	357	UNK	def	Disposition:TARGETED			
UNK-VDB-04	pickup-vector-dbs.md	362	UNK	def				
UNK-VDB-05	pickup-vector-dbs.md	368	UNK	def	Disposition:TARGETED			
UNK-VDB-06	pickup-vector-dbs.md	373	UNK	def				
REQ-VA-1	pickup-voice-agents.md	43	REQ	def				
REQ-VA-2	pickup-voice-agents.md	46	REQ	def				
REQ-VA-3	pickup-voice-agents.md	49	REQ	def				
REQ-VA-4	pickup-voice-agents.md	54	REQ	def				
REQ-VA-5	pickup-voice-agents.md	56	REQ	def				
REQ-VA-6	pickup-voice-agents.md	59	REQ	def				
REQ-CI-COST	pickup-voice-agents.md	64	REQ	def				
GATE-007	pickup-voice-agents.md	70	GATE	ref				
UNK-VA-1	pickup-voice-agents.md	107	UNK	ref				
UNK-VA-2	pickup-voice-agents.md	111	UNK	ref				
CLAIM-VA-1	pickup-voice-agents.md	124	CLAIM	def	ADMISSIBLE;Tier:T0;Conf:High			
CLAIM-VA-2	pickup-voice-agents.md	125	CLAIM	def	ADMISSIBLE;Tier:T0;Conf:High			
CLAIM-VA-3	pickup-voice-agents.md	126	CLAIM	def	ADMISSIBLE;Tier:T0;Conf:High			
CLAIM-VA-4	pickup-voice-agents.md	127	CLAIM	def	ADMISSIBLE;Tier:T0;Conf:High			
CLAIM-VA-5	pickup-voice-agents.md	128	CLAIM	def	ADMISSIBLE;Tier:T0;Conf:High			
CLAIM-VA-6	pickup-voice-agents.md	129	CLAIM	def	ADMISSIBLE;Tier:T0;Conf:High			
CLAIM-VA-7	pickup-voice-agents.md	130	CLAIM	def	ADMISSIBLE;Tier:T0;Conf:High			
CLAIM-VA-8	pickup-voice-agents.md	131	CLAIM	def	ADMISSIBLE;Tier:T0;Conf:High			
CLAIM-VA-9	pickup-voice-agents.md	132	CLAIM	def	ADMISSIBLE;Tier:T0;Conf:High			
CLAIM-VA-10	pickup-voice-agents.md	133	CLAIM	def	ADMISSIBLE;Tier:T0;Conf:High			
CLAIM-VA-11	pickup-voice-agents.md	134	CLAIM	def	ADMISSIBLE;Tier:T0;Conf:High			
CLAIM-VA-12	pickup-voice-agents.md	135	CLAIM	def	ADMISSIBLE;Tier:T0;Conf:High			
CLAIM-VA-13	pickup-voice-agents.md	136	CLAIM	def	ADMISSIBLE;Tier:T0;Conf:High			
CLAIM-VA-14	pickup-voice-agents.md	137	CLAIM	def	CONTESTED;Tier:T3;Conf:Low			
CLAIM-VA-15	pickup-voice-agents.md	138	CLAIM	def	CONTESTED;Tier:T3;Conf:Low;Decl:load-bearing			
CLAIM-VA-14	pickup-voice-agents.md	140	CLAIM	ref	CONTESTED			
CLAIM-VA-15	pickup-voice-agents.md	142	CLAIM	ref	CONTESTED			
CLAIM-VA	pickup-voice-agents.md	156	CLAIM	ref				
UNK-VA-3	pickup-voice-agents.md	182	UNK	ref	Decl:advisory			
GATE-VA-1	pickup-voice-agents.md	192	GATE	def				
GATE-VA-2	pickup-voice-agents.md	197	GATE	def	RETIRED			
GATE-013	pickup-voice-agents.md	197	GATE	ref	RETIRED			
GATE-013	pickup-voice-agents.md	198	GATE	ref				
GATE-VA-3	pickup-voice-agents.md	203	GATE	def	RETIRED			
GATE-013	pickup-voice-agents.md	204	GATE	ref				
GATE-013	pickup-voice-agents.md	204	GATE	ref				
GATE-VA-4	pickup-voice-agents.md	209	GATE	def				
GATE-013	pickup-voice-agents.md	219	GATE	ref	Decl:load-bearing			
GATE-014	pickup-voice-agents.md	220	GATE	ref	Decl:universal			
GATE-015	pickup-voice-agents.md	221	GATE	ref	Decl:universal			
GATE-016	pickup-voice-agents.md	222	GATE	ref	Decl:universal			
GATE-018	pickup-voice-agents.md	223	GATE	ref	Decl:advisory			
GATE-VA-1	pickup-voice-agents.md	224	GATE	ref	Decl:load-bearing			
GATE-VA-4	pickup-voice-agents.md	225	GATE	ref	Decl:load-bearing			
GATE-013	pickup-voice-agents.md	265	GATE	ref				
UNK-VA-1	pickup-voice-agents.md	283	UNK	ref				
REQ-VA-2	pickup-voice-agents.md	353	REQ	ref				
REQ-VA-4	pickup-voice-agents.md	353	REQ	ref				
REQ-VA-3	pickup-voice-agents.md	357	REQ	ref				
GATE-013	pickup-voice-agents.md	357	GATE	ref				
CLAIM-VA-10	pickup-voice-agents.md	361	CLAIM	ref				
GATE-VA-1	pickup-voice-agents.md	362	GATE	ref				
GATE-VA-4	pickup-voice-agents.md	362	GATE	ref				
GATE-VA-2	pickup-voice-agents.md	365	GATE	ref				
GATE-013	pickup-voice-agents.md	366	GATE	ref				
GATE-VA-2	pickup-voice-agents.md	367	GATE	ref				
GATE-VA-3	pickup-voice-agents.md	369	GATE	ref				
GATE-VA-4	pickup-voice-agents.md	378	GATE	ref				
UNK-VA-1	pickup-voice-agents.md	410	UNK	def				
UNK-VA-2	pickup-voice-agents.md	417	UNK	def	Disposition:TARGETED			
UNK-VA-3	pickup-voice-agents.md	421	UNK	def				
UNK-VA-4	pickup-voice-agents.md	427	UNK	def	Disposition:TARGETED			
UNK-VA-5	pickup-voice-agents.md	432	UNK	def	Disposition:TARGETED			
REQ-SEARCH-01	pickup-web-search-apis.md	39	REQ	def				
REQ-SEARCH-02	pickup-web-search-apis.md	42	REQ	def				
REQ-SEARCH-03	pickup-web-search-apis.md	45	REQ	def				
GATE-010	pickup-web-search-apis.md	48	GATE	ref				
REQ-SEARCH-04	pickup-web-search-apis.md	51	REQ	def				
REQ-SEARCH-05	pickup-web-search-apis.md	54	REQ	def				
REQ-SEARCH-06	pickup-web-search-apis.md	56	REQ	def				
REQ-CI-COST	pickup-web-search-apis.md	60	REQ	def				
GATE-007	pickup-web-search-apis.md	66	GATE	ref				
REQ-SEARCH-06	pickup-web-search-apis.md	94	REQ	ref				
UNK-SEARCH-01	pickup-web-search-apis.md	107	UNK	ref				
CLAIM-SEARCH-01	pickup-web-search-apis.md	118	CLAIM	def	ADMISSIBLE;Tier:T0;Conf:High			
CLAIM-SEARCH-02	pickup-web-search-apis.md	119	CLAIM	def	ADMISSIBLE;Tier:T0;Conf:High			
CLAIM-SEARCH-03	pickup-web-search-apis.md	120	CLAIM	def	ADMISSIBLE;Tier:T0;Conf:High			
CLAIM-SEARCH-04	pickup-web-search-apis.md	121	CLAIM	def	ADMISSIBLE;Tier:T0;Conf:High			
CLAIM-SEARCH-05	pickup-web-search-apis.md	122	CLAIM	def	ADMISSIBLE;Tier:T1;Conf:Medium			
CLAIM-SEARCH-06	pickup-web-search-apis.md	123	CLAIM	def	ADMISSIBLE;Tier:T0;Conf:High			
CLAIM-SEARCH-07	pickup-web-search-apis.md	124	CLAIM	def	ADMISSIBLE;Tier:T0;Conf:High			
CLAIM-SEARCH-08	pickup-web-search-apis.md	125	CLAIM	def	ADMISSIBLE;Tier:T3;Conf:Low			
CLAIM-SEARCH-07	pickup-web-search-apis.md	125	CLAIM	ref	ADMISSIBLE;Tier:T3;Conf:Low			
CLAIM-SEARCH-09	pickup-web-search-apis.md	126	CLAIM	def	ADMISSIBLE;Tier:T0;Conf:High			
CLAIM-SEARCH-10	pickup-web-search-apis.md	127	CLAIM	def	ADMISSIBLE;Tier:T0;Conf:High			
CLAIM-SEARCH-11	pickup-web-search-apis.md	128	CLAIM	def	ADMISSIBLE;Tier:T0;Conf:High			
CLAIM-SEARCH-12	pickup-web-search-apis.md	129	CLAIM	def	ADMISSIBLE;Tier:T0;Conf:High			
CLAIM-SEARCH-13	pickup-web-search-apis.md	130	CLAIM	def	ADMISSIBLE;Tier:T0;Conf:High			
CLAIM-SEARCH-14	pickup-web-search-apis.md	131	CLAIM	def	ADMISSIBLE;Tier:T0;Conf:High			
CLAIM-SEARCH-08	pickup-web-search-apis.md	134	CLAIM	ref				
GATE-SEARCH-01	pickup-web-search-apis.md	173	GATE	def				
GATE-SEARCH-02	pickup-web-search-apis.md	177	GATE	def				
GATE-SEARCH-03	pickup-web-search-apis.md	181	GATE	def				
GATE-SEARCH-04	pickup-web-search-apis.md	185	GATE	def	RETIRED			
GATE-014	pickup-web-search-apis.md	185	GATE	ref	RETIRED			
GATE-014	pickup-web-search-apis.md	185	GATE	ref	RETIRED			
GATE-002	pickup-web-search-apis.md	191	GATE	ref	Decl:advisory			
GATE-009	pickup-web-search-apis.md	192	GATE	ref	Decl:advisory			
REQ-SEARCH-04	pickup-web-search-apis.md	192	REQ	ref	Decl:advisory			
GATE-010	pickup-web-search-apis.md	193	GATE	ref	Decl:advisory			
GATE-010	pickup-web-search-apis.md	193	GATE	ref	Decl:advisory			
REQ-SEARCH-03	pickup-web-search-apis.md	193	REQ	ref	Decl:advisory			
GATE-014	pickup-web-search-apis.md	194	GATE	ref	Decl:universal			
REQ-SEARCH-02	pickup-web-search-apis.md	194	REQ	ref	Decl:universal			
GATE-SEARCH-01	pickup-web-search-apis.md	194	GATE	ref	Decl:universal			
GATE-015	pickup-web-search-apis.md	195	GATE	ref	Decl:universal			
GATE-016	pickup-web-search-apis.md	196	GATE	ref	Decl:universal			
GATE-018	pickup-web-search-apis.md	197	GATE	ref	Decl:universal			
