# rigor-atlas evidence check for TIER-MAP.md TM-RA-1 / TM-RA-10, written 2026-09-25 by search/tools/quote-check.mjs ra (format 1)
# source: rigor-atlas DB snapshot sha256=881cce40223af3079311f3390bfa851ff6b36aa792fcc225d45fd12ab91d366f; each file read with git at its repository's pinned commit (repos.sha) from [LOCAL_MIRROR]; quote text is not stored, only the first 16 hex of its sha256
# techniques: KNOW with at least one code evidence path, forks excluded: 1412; TM-RA-1 1412 (of which 11 only through a relocated-once path, N4); TM-RA-10 0
# evidence paths checked: 3478; raw states CURRENT 3397, RELOCATED 73, STALE 8
technique_id	repo	commit	path	line	quote_sha16	raw_state	occurrences	found_at	normalized	technique_rule
ra:technique:beads_viewer/flows-cuts-matching/2c6f369c	beads_viewer	5202e3084b56635ff8f5b254d8a255a933aacb3f	bv-graph-wasm/src/algorithms/coverage.rs	34	39e4814f5ad23559	CURRENT	1	34-34	CURRENT	TM-RA-1
ra:technique:beads_viewer/graph-algorithms-core/c65cff51	beads_viewer	5202e3084b56635ff8f5b254d8a255a933aacb3f	bv-graph-wasm/src/algorithms/topo.rs	39	f01278f5f719ddb0	CURRENT	1	39-39	CURRENT	TM-RA-1
ra:technique:beads_viewer/graph-algorithms-core/c65cff51	beads_viewer	5202e3084b56635ff8f5b254d8a255a933aacb3f	pkg/analysis/graph_cycles.go	16	48e9aa75024014a7	CURRENT	1	16-16	CURRENT	TM-RA-1
ra:technique:beads_viewer/graph-metrics-misc/716b8338	beads_viewer	5202e3084b56635ff8f5b254d8a255a933aacb3f	bv-graph-wasm/src/graph.rs	107	d4c2f4042090e86e	CURRENT	1	107-107	CURRENT	TM-RA-1
ra:technique:beads_viewer/information-retrieval-ranking/d7ca09c7	beads_viewer	5202e3084b56635ff8f5b254d8a255a933aacb3f	pkg/analysis/priority.go	55	666afa92b27cd9a7	CURRENT	1	55-55	CURRENT	TM-RA-1
ra:technique:beads_viewer/information-retrieval-ranking/d7ca09c7	beads_viewer	5202e3084b56635ff8f5b254d8a255a933aacb3f	pkg/analysis/priority.go	102	686d2a888453e78e	CURRENT	1	102-102	CURRENT	TM-RA-1
ra:technique:beads_viewer/minhash-lsh/af8c681e	beads_viewer	5202e3084b56635ff8f5b254d8a255a933aacb3f	pkg/analysis/dependency_suggest.go	61	ef81ce0a962d2df6	CURRENT	1	61-61	CURRENT	TM-RA-1
ra:technique:beads_viewer/minhash-lsh/af8c681e	beads_viewer	5202e3084b56635ff8f5b254d8a255a933aacb3f	pkg/drift/config.go	116	cfb49e76f7b63fc4	CURRENT	1	116-116	CURRENT	TM-RA-1
ra:technique:beads_viewer/p-brin-page/da85be36	beads_viewer	5202e3084b56635ff8f5b254d8a255a933aacb3f	pkg/analysis/graph.go	1759	37d4d962ef325664	CURRENT	1	1759-1759	CURRENT	TM-RA-1
ra:technique:beads_viewer/p-brin-page/da85be36	beads_viewer	5202e3084b56635ff8f5b254d8a255a933aacb3f	bv-graph-wasm/src/algorithms/pagerank.rs	22	821617675a4fe695	CURRENT	1	22-22	CURRENT	TM-RA-1
ra:technique:beads_viewer/p-fisher-neyman-pearson/5f9af264	beads_viewer	5202e3084b56635ff8f5b254d8a255a933aacb3f	pkg/analysis/betweenness_approx.go	404	d57df7c792117d09	CURRENT	1	404-404	CURRENT	TM-RA-1
ra:technique:beads_viewer/p-fisher-neyman-pearson/5f9af264	beads_viewer	5202e3084b56635ff8f5b254d8a255a933aacb3f	bv-graph-wasm/src/algorithms/betweenness.rs	151	fb2bff022f5123b1	CURRENT	1	151-151	CURRENT	TM-RA-1
ra:technique:beads_viewer/p-tarjan/b38d2ea6	beads_viewer	5202e3084b56635ff8f5b254d8a255a933aacb3f	bv-graph-wasm/src/algorithms/articulation.rs	189	5baf6f87115673d9	CURRENT	1	189-189	CURRENT	TM-RA-1
ra:technique:beads_viewer/rm-deterministic-hashing-ordering/573c0192	beads_viewer	5202e3084b56635ff8f5b254d8a255a933aacb3f	pkg/analysis/betweenness_approx.go	277	9b182b9548480492	CURRENT	1	277-277	CURRENT	TM-RA-1
ra:technique:beads_viewer/rm-deterministic-hashing-ordering/573c0192	beads_viewer	5202e3084b56635ff8f5b254d8a255a933aacb3f	pkg/analysis/betweenness_approx.go	288	ada5870ad8d842ac	CURRENT	1	288-288	CURRENT	TM-RA-1
ra:technique:beads_viewer/rm-deterministic-hashing-ordering/573c0192	beads_viewer	5202e3084b56635ff8f5b254d8a255a933aacb3f	pkg/analysis/graph.go	1751	33ed19d0ccd9235d	CURRENT	1	1751-1751	CURRENT	TM-RA-1
ra:technique:beads_viewer/rm-invariant-assertions/ef0923e3	beads_viewer	5202e3084b56635ff8f5b254d8a255a933aacb3f	pkg/analysis/triage.go	62	2e5b5922eeef1ae3	CURRENT	1	62-62	CURRENT	TM-RA-1
ra:technique:beads_viewer/rm-invariant-assertions/ef0923e3	beads_viewer	5202e3084b56635ff8f5b254d8a255a933aacb3f	pkg/analysis/triage.go	64	d0b9aa108ff2f4e0	CURRENT	1	64-64	CURRENT	TM-RA-1
ra:technique:beads_viewer/rm-property-testing/bfafc782	beads_viewer	5202e3084b56635ff8f5b254d8a255a933aacb3f	pkg/testutil/proptest/proptest.go	2	f8074d033c55acd8	CURRENT	1	2-2	CURRENT	TM-RA-1
ra:technique:beads_viewer/scheduling-theory/0d0b6b99	beads_viewer	5202e3084b56635ff8f5b254d8a255a933aacb3f	pkg/analysis/config.go	71	992e910e59f32431	CURRENT	1	71-71	CURRENT	TM-RA-1
ra:technique:beads_viewer/scheduling-theory/0d0b6b99	beads_viewer	5202e3084b56635ff8f5b254d8a255a933aacb3f	pkg/analysis/graph.go	1792	b4edf23888c4a385	CURRENT	1	1792-1792	CURRENT	TM-RA-1
ra:technique:beads_viewer/scheduling-theory/0d0b6b99	beads_viewer	5202e3084b56635ff8f5b254d8a255a933aacb3f	pkg/analysis/cache.go	1026	039275367a07f5af	CURRENT	1	1026-1026	CURRENT	TM-RA-1
ra:technique:beads_viewer_rust/centrality-measures/af8f7455	beads_viewer_rust	4123c59719db93cb27ca71747166d067ef678730	src/analysis/graph.rs	812	e024f19919ce8316	CURRENT	1	812-812	CURRENT	TM-RA-1
ra:technique:beads_viewer_rust/centrality-measures/af8f7455	beads_viewer_rust	4123c59719db93cb27ca71747166d067ef678730	src/analysis/graph.rs	823	e9d2c74f2f710db5	CURRENT	1	823-823	CURRENT	TM-RA-1
ra:technique:beads_viewer_rust/centrality-measures/af8f7455	beads_viewer_rust	4123c59719db93cb27ca71747166d067ef678730	src/analysis/graph.rs	836	a5b5f4a435b23374	CURRENT	1	836-836	CURRENT	TM-RA-1
ra:technique:beads_viewer_rust/centrality-measures/f14ddb86	beads_viewer_rust	4123c59719db93cb27ca71747166d067ef678730	src/analysis/graph.rs	943	1a620112a245b42b	CURRENT	1	943-943	CURRENT	TM-RA-1
ra:technique:beads_viewer_rust/centrality-measures/f14ddb86	beads_viewer_rust	4123c59719db93cb27ca71747166d067ef678730	src/analysis/graph.rs	948	16fa47ea4345f16a	CURRENT	1	948-948	CURRENT	TM-RA-1
ra:technique:beads_viewer_rust/flows-cuts-matching/9ff83586	beads_viewer_rust	4123c59719db93cb27ca71747166d067ef678730	src/analysis/advanced.rs	160	b9c650e39090504b	CURRENT	1	160-160	CURRENT	TM-RA-1
ra:technique:beads_viewer_rust/flows-cuts-matching/9ff83586	beads_viewer_rust	4123c59719db93cb27ca71747166d067ef678730	src/analysis/advanced.rs	170	90339bd3470142d3	CURRENT	1	170-170	CURRENT	TM-RA-1
ra:technique:beads_viewer_rust/rm-invariant-assertions/29bcb3be	beads_viewer_rust	4123c59719db93cb27ca71747166d067ef678730	src/export_sqlite.rs	891	71de983a921a3a5e	CURRENT	1	891-891	CURRENT	TM-RA-1
ra:technique:beads_viewer_rust/rm-invariant-assertions/29bcb3be	beads_viewer_rust	4123c59719db93cb27ca71747166d067ef678730	src/export_sqlite.rs	894	83055e4099cb9a6e	RELOCATED	2	895-895,906-906	CANNOT_DETERMINE	TM-RA-1
ra:technique:bio_inspired_nanochat/cma-es/b7db28df	bio_inspired_nanochat	3bb47fe003d19fa0758c1f6dc0ceda5d8a05f9f7	bio_inspired_nanochat/cmaes_genome_optimizer.py	3	aa1ebcf8d49b97fe	CURRENT	1	3-3	CURRENT	TM-RA-1
ra:technique:bio_inspired_nanochat/cma-es/b7db28df	bio_inspired_nanochat	3bb47fe003d19fa0758c1f6dc0ceda5d8a05f9f7	bio_inspired_nanochat/cmaes_genome_optimizer.py	119	a0866fe459624d9a	CURRENT	1	119-119	CURRENT	TM-RA-1
ra:technique:bio_inspired_nanochat/conformal-prediction/da02f41a	bio_inspired_nanochat	3bb47fe003d19fa0758c1f6dc0ceda5d8a05f9f7	bio_inspired_nanochat/sheaf_obstruction.py	718	dd083519aacf8a66	CURRENT	1	718-718	CURRENT	TM-RA-1
ra:technique:bio_inspired_nanochat/conformal-prediction/da02f41a	bio_inspired_nanochat	3bb47fe003d19fa0758c1f6dc0ceda5d8a05f9f7	bio_inspired_nanochat/sheaf_obstruction.py	724	f9c9d4fe5d37609d	CURRENT	1	724-724	CURRENT	TM-RA-1
ra:technique:bio_inspired_nanochat/hebbian-plasticity/eebe94e7	bio_inspired_nanochat	3bb47fe003d19fa0758c1f6dc0ceda5d8a05f9f7	bio_inspired_nanochat/synaptic.py	2997	ce2d57949845d6b6	CURRENT	1	2997-2997	CURRENT	TM-RA-1
ra:technique:bio_inspired_nanochat/hebbian-plasticity/eebe94e7	bio_inspired_nanochat	3bb47fe003d19fa0758c1f6dc0ceda5d8a05f9f7	bio_inspired_nanochat/synaptic.py	2966	885ec7f2cd56d0f1	CURRENT	1	2966-2966	CURRENT	TM-RA-1
ra:technique:bio_inspired_nanochat/hebbian-plasticity/eebe94e7	bio_inspired_nanochat	3bb47fe003d19fa0758c1f6dc0ceda5d8a05f9f7	bio_inspired_nanochat/synaptic.py	3044	b94c29a45ac0026d	CURRENT	1	3044-3044	CURRENT	TM-RA-1
ra:technique:bio_inspired_nanochat/hebbian-plasticity/66da725e	bio_inspired_nanochat	3bb47fe003d19fa0758c1f6dc0ceda5d8a05f9f7	bio_inspired_nanochat/synaptic.py	3002	6273797f7b1ef1b4	CURRENT	1	3002-3002	CURRENT	TM-RA-1
ra:technique:bio_inspired_nanochat/hebbian-plasticity/66da725e	bio_inspired_nanochat	3bb47fe003d19fa0758c1f6dc0ceda5d8a05f9f7	bio_inspired_nanochat/synaptic.py	2985	99a3e70375e1457c	CURRENT	1	2985-2985	CURRENT	TM-RA-1
ra:technique:bio_inspired_nanochat/hebbian-plasticity/9f2af932	bio_inspired_nanochat	3bb47fe003d19fa0758c1f6dc0ceda5d8a05f9f7	bio_inspired_nanochat/deliberation.py	100	2190b0c65db599c4	CURRENT	1	100-100	CURRENT	TM-RA-1
ra:technique:bio_inspired_nanochat/hebbian-plasticity/9f2af932	bio_inspired_nanochat	3bb47fe003d19fa0758c1f6dc0ceda5d8a05f9f7	bio_inspired_nanochat/deliberation.py	164	b94aaa8fa8e427f3	CURRENT	1	164-164	CURRENT	TM-RA-1
ra:technique:bio_inspired_nanochat/hebbian-plasticity/9f2af932	bio_inspired_nanochat	3bb47fe003d19fa0758c1f6dc0ceda5d8a05f9f7	bio_inspired_nanochat/synaptic.py	2593	4c60a3b51a0f1c2a	CURRENT	1	2593-2593	CURRENT	TM-RA-1
ra:technique:bio_inspired_nanochat/hill-equation/fb1ec39b	bio_inspired_nanochat	3bb47fe003d19fa0758c1f6dc0ceda5d8a05f9f7	bio_inspired_nanochat/synaptic.py	1905	395bf34ffe187228	CURRENT	1	1905-1905	CURRENT	TM-RA-1
ra:technique:bio_inspired_nanochat/hill-equation/fb1ec39b	bio_inspired_nanochat	3bb47fe003d19fa0758c1f6dc0ceda5d8a05f9f7	bio_inspired_nanochat/synaptic.py	2206	12c99040b2d723c5	CURRENT	1	2206-2206	CURRENT	TM-RA-1
ra:technique:bio_inspired_nanochat/hill-equation/fb1ec39b	bio_inspired_nanochat	3bb47fe003d19fa0758c1f6dc0ceda5d8a05f9f7	bio_inspired_nanochat/synaptic.py	1913	a7d47889cb68fe6a	CURRENT	1	1913-1913	CURRENT	TM-RA-1
ra:technique:bio_inspired_nanochat/information-geometry-optimal-transport/57de8750	bio_inspired_nanochat	3bb47fe003d19fa0758c1f6dc0ceda5d8a05f9f7	bio_inspired_nanochat/structural_geometry.py	14	bc9b008c505a24a1	CURRENT	1	14-14	CURRENT	TM-RA-1
ra:technique:bio_inspired_nanochat/information-geometry-optimal-transport/57de8750	bio_inspired_nanochat	3bb47fe003d19fa0758c1f6dc0ceda5d8a05f9f7	bio_inspired_nanochat/structural_geometry.py	170	c06180860d533411	CURRENT	1	170-170	CURRENT	TM-RA-1
ra:technique:bio_inspired_nanochat/metriplectic-generic/bddd7a5b	bio_inspired_nanochat	3bb47fe003d19fa0758c1f6dc0ceda5d8a05f9f7	bio_inspired_nanochat/metriplectic_integrator.py	11	7aadc11db75ff8a5	CURRENT	1	11-11	CURRENT	TM-RA-1
ra:technique:bio_inspired_nanochat/metriplectic-generic/bddd7a5b	bio_inspired_nanochat	3bb47fe003d19fa0758c1f6dc0ceda5d8a05f9f7	bio_inspired_nanochat/metriplectic_integrator.py	14	e571fe59f24e100c	CURRENT	1	14-14	CURRENT	TM-RA-1
ra:technique:bio_inspired_nanochat/metriplectic-generic/bddd7a5b	bio_inspired_nanochat	3bb47fe003d19fa0758c1f6dc0ceda5d8a05f9f7	tests/test_metriplectic_integrator.py	92	324215fd87d222d8	CURRENT	1	92-92	CURRENT	TM-RA-1
ra:technique:bio_inspired_nanochat/rm-deterministic-hashing-ordering/0e2aee4b	bio_inspired_nanochat	3bb47fe003d19fa0758c1f6dc0ceda5d8a05f9f7	bio_inspired_nanochat/adamw.py	17	de5e1ea0ac1a083b	CURRENT	1	17-17	CURRENT	TM-RA-1
ra:technique:bio_inspired_nanochat/rm-deterministic-hashing-ordering/0e2aee4b	bio_inspired_nanochat	3bb47fe003d19fa0758c1f6dc0ceda5d8a05f9f7	bio_inspired_nanochat/checkpoint_manager.py	179	05a524927c0a99ea	CURRENT	1	179-179	CURRENT	TM-RA-1
ra:technique:bio_inspired_nanochat/rm-differential-oracle/d1613aa4	bio_inspired_nanochat	3bb47fe003d19fa0758c1f6dc0ceda5d8a05f9f7	bio_inspired_nanochat/ablation_matrix.py	13	dbefb179b78e608c	CURRENT	1	13-13	CURRENT	TM-RA-1
ra:technique:bio_inspired_nanochat/rm-differential-oracle/d1613aa4	bio_inspired_nanochat	3bb47fe003d19fa0758c1f6dc0ceda5d8a05f9f7	bio_inspired_nanochat/ablation_registry.py	338	2ca5e3e314ef67e7	CURRENT	1	338-338	CURRENT	TM-RA-1
ra:technique:bio_inspired_nanochat/rm-error-taxonomy/c00e28d8	bio_inspired_nanochat	3bb47fe003d19fa0758c1f6dc0ceda5d8a05f9f7	bio_inspired_nanochat/checkpoint_manager.py	257	0ec903cfe503cbba	CURRENT	1	257-257	CURRENT	TM-RA-1
ra:technique:bio_inspired_nanochat/rm-error-taxonomy/c00e28d8	bio_inspired_nanochat	3bb47fe003d19fa0758c1f6dc0ceda5d8a05f9f7	bio_inspired_nanochat/ablation_registry.py	315	52a1e236ef312bc9	CURRENT	1	315-315	CURRENT	TM-RA-1
ra:technique:bio_inspired_nanochat/rm-evidence-receipts/5c74c523	bio_inspired_nanochat	3bb47fe003d19fa0758c1f6dc0ceda5d8a05f9f7	bio_inspired_nanochat/certificate_bundle.py	13	c20ae4cac57f9c97	CURRENT	1	13-13	CURRENT	TM-RA-1
ra:technique:bio_inspired_nanochat/rm-evidence-receipts/5c74c523	bio_inspired_nanochat	3bb47fe003d19fa0758c1f6dc0ceda5d8a05f9f7	bio_inspired_nanochat/certificate_bundle.py	498	84fa1f9170a453ca	CURRENT	1	498-498	CURRENT	TM-RA-1
ra:technique:bio_inspired_nanochat/scientific-method-brenner/7c6e2d63	bio_inspired_nanochat	3bb47fe003d19fa0758c1f6dc0ceda5d8a05f9f7	bio_inspired_nanochat/ablation_matrix.py	372	4e22b63be4563a00	CURRENT	1	372-372	CURRENT	TM-RA-1
ra:technique:bio_inspired_nanochat/scientific-method-brenner/7c6e2d63	bio_inspired_nanochat	3bb47fe003d19fa0758c1f6dc0ceda5d8a05f9f7	bio_inspired_nanochat/ablation_matrix.py	373	da3e361931032f4b	CURRENT	1	373-373	CURRENT	TM-RA-1
ra:technique:bio_inspired_nanochat/scientific-method-brenner/7c6e2d63	bio_inspired_nanochat	3bb47fe003d19fa0758c1f6dc0ceda5d8a05f9f7	bio_inspired_nanochat/eval_stats.py	3	c44d09603fdc74f8	CURRENT	1	3-3	CURRENT	TM-RA-1
ra:technique:bio_inspired_nanochat/spectral-graph-theory/78bafcd4	bio_inspired_nanochat	3bb47fe003d19fa0758c1f6dc0ceda5d8a05f9f7	bio_inspired_nanochat/cusp_certificate.py	107	bade7a2d7916e876	CURRENT	1	107-107	CURRENT	TM-RA-1
ra:technique:bio_inspired_nanochat/spectral-graph-theory/78bafcd4	bio_inspired_nanochat	3bb47fe003d19fa0758c1f6dc0ceda5d8a05f9f7	bio_inspired_nanochat/ablation_registry.py	272	992f36c95571e783	CURRENT	1	272-272	CURRENT	TM-RA-1
ra:technique:bio_inspired_nanochat/students-t/012c384d	bio_inspired_nanochat	3bb47fe003d19fa0758c1f6dc0ceda5d8a05f9f7	bio_inspired_nanochat/eval_stats.py	12	31e793b40ecd0b33	CURRENT	1	12-12	CURRENT	TM-RA-1
ra:technique:bio_inspired_nanochat/students-t/012c384d	bio_inspired_nanochat	3bb47fe003d19fa0758c1f6dc0ceda5d8a05f9f7	bio_inspired_nanochat/eval_stats.py	8	d598c4886d617ede	CURRENT	1	8-8	CURRENT	TM-RA-1
ra:technique:bio_inspired_nanochat/thermodynamic-uncertainty-relation/a4a10660	bio_inspired_nanochat	3bb47fe003d19fa0758c1f6dc0ceda5d8a05f9f7	bio_inspired_nanochat/stochastic_thermo.py	8	de52560029774a7e	CURRENT	1	8-8	CURRENT	TM-RA-1
ra:technique:bio_inspired_nanochat/thermodynamic-uncertainty-relation/a4a10660	bio_inspired_nanochat	3bb47fe003d19fa0758c1f6dc0ceda5d8a05f9f7	bio_inspired_nanochat/stochastic_thermo.py	18	d556f6ee9be5e036	CURRENT	1	18-18	CURRENT	TM-RA-1
ra:technique:bio_inspired_nanochat/tropical-padic/041b4fd8	bio_inspired_nanochat	3bb47fe003d19fa0758c1f6dc0ceda5d8a05f9f7	bio_inspired_nanochat/ultrametric_memory.py	98	6d75c2978942977f	CURRENT	1	98-98	CURRENT	TM-RA-1
ra:technique:bio_inspired_nanochat/tropical-padic/041b4fd8	bio_inspired_nanochat	3bb47fe003d19fa0758c1f6dc0ceda5d8a05f9f7	bio_inspired_nanochat/metrics_schema.py	193	093eb7e265f46365	CURRENT	1	193-193	CURRENT	TM-RA-1
ra:technique:bio_inspired_nanochat/type-theory-proof-kernel/ab5cefad	bio_inspired_nanochat	3bb47fe003d19fa0758c1f6dc0ceda5d8a05f9f7	formal/lean/BioInspiredNanochat.lean	311	8afb4708a0b6cb2b	CURRENT	1	311-311	CURRENT	TM-RA-1
ra:technique:bio_inspired_nanochat/vesicle-pool-dynamics/f2d98ffb	bio_inspired_nanochat	3bb47fe003d19fa0758c1f6dc0ceda5d8a05f9f7	tests/test_vesicle_conservation.py	10	b7fbf971b7c4b242	CURRENT	1	10-10	CURRENT	TM-RA-1
ra:technique:bio_inspired_nanochat/vesicle-pool-dynamics/f2d98ffb	bio_inspired_nanochat	3bb47fe003d19fa0758c1f6dc0ceda5d8a05f9f7	tests/test_vesicle_conservation.py	13	280850788fd54e0c	CURRENT	1	13-13	CURRENT	TM-RA-1
ra:technique:bio_inspired_nanochat/vesicle-pool-dynamics/f2d98ffb	bio_inspired_nanochat	3bb47fe003d19fa0758c1f6dc0ceda5d8a05f9f7	tests/test_synaptic_invariants.py	88	dd18014ec4d6c982	CURRENT	1	88-88	CURRENT	TM-RA-1
ra:technique:brenner_bot/brier-score/d99cf0f5	brenner_bot	f61ba663f7fecacc4452128d7b8def4c03efcb7b	apps/web/src/lib/brenner-loop/calibration.ts	297	2e9245055aacb814	CURRENT	1	297-297	CURRENT	TM-RA-1
ra:technique:brenner_bot/brier-score/d99cf0f5	brenner_bot	f61ba663f7fecacc4452128d7b8def4c03efcb7b	apps/web/src/lib/brenner-loop/calibration.ts	304	05bcb94c10141d7f	CURRENT	1	304-304	CURRENT	TM-RA-1
ra:technique:brenner_bot/brier-score/d99cf0f5	brenner_bot	f61ba663f7fecacc4452128d7b8def4c03efcb7b	apps/web/src/lib/brenner-loop/calibration.ts	307	9105cbc662677a4a	CURRENT	1	307-307	CURRENT	TM-RA-1
ra:technique:brenner_bot/causal-inference/cc068fa2	brenner_bot	f61ba663f7fecacc4452128d7b8def4c03efcb7b	apps/web/src/lib/brenner-loop/confound-detection.ts	780	a527cd768674e500	CURRENT	1	780-780	CURRENT	TM-RA-1
ra:technique:brenner_bot/causal-inference/cc068fa2	brenner_bot	f61ba663f7fecacc4452128d7b8def4c03efcb7b	apps/web/src/lib/brenner-loop/confound-detection.ts	820	0e0f087168fcb503	CURRENT	1	820-820	CURRENT	TM-RA-1
ra:technique:brenner_bot/cohens-d-kappa/887b8d76	brenner_bot	f61ba663f7fecacc4452128d7b8def4c03efcb7b	apps/web/src/lib/brenner-loop/operators/scale-check.ts	481	03fbd78b4bc31a33	CURRENT	1	481-481	CURRENT	TM-RA-1
ra:technique:brenner_bot/cohens-d-kappa/887b8d76	brenner_bot	f61ba663f7fecacc4452128d7b8def4c03efcb7b	apps/web/src/lib/brenner-loop/operators/scale-check.ts	489	6770c14c4fae7d99	CURRENT	1	489-489	CURRENT	TM-RA-1
ra:technique:brenner_bot/cohens-d-kappa/887b8d76	brenner_bot	f61ba663f7fecacc4452128d7b8def4c03efcb7b	apps/web/src/lib/brenner-loop/operators/scale-check.ts	494	da6be0993c306148	CURRENT	1	494-494	CURRENT	TM-RA-1
ra:technique:brenner_bot/cohens-d-kappa/887b8d76	brenner_bot	f61ba663f7fecacc4452128d7b8def4c03efcb7b	apps/web/src/lib/brenner-loop/operators/scale-check.ts	516	f335084f94a5dc74	CURRENT	1	516-516	CURRENT	TM-RA-1
ra:technique:brenner_bot/cryptographic-primitives/9fdc8eae	brenner_bot	f61ba663f7fecacc4452128d7b8def4c03efcb7b	apps/web/src/lib/auth.ts	54	64c516effef9a252	CURRENT	1	54-54	CURRENT	TM-RA-1
ra:technique:brenner_bot/cryptographic-primitives/9fdc8eae	brenner_bot	f61ba663f7fecacc4452128d7b8def4c03efcb7b	apps/web/src/lib/auth.ts	56	5e75a1298451cf2d	CURRENT	1	56-56	CURRENT	TM-RA-1
ra:technique:brenner_bot/cryptographic-primitives/9fdc8eae	brenner_bot	f61ba663f7fecacc4452128d7b8def4c03efcb7b	apps/web/src/lib/brenner-loop/export.ts	446	dc666031499d31bf	CURRENT	1	446-446	CURRENT	TM-RA-1
ra:technique:brenner_bot/log-loss-proper-scoring/b7558cf7	brenner_bot	f61ba663f7fecacc4452128d7b8def4c03efcb7b	apps/web/src/lib/brenner-loop/calibration.ts	277	12baa8930fdc9fff	CURRENT	1	277-277	CURRENT	TM-RA-1
ra:technique:brenner_bot/log-loss-proper-scoring/b7558cf7	brenner_bot	f61ba663f7fecacc4452128d7b8def4c03efcb7b	apps/web/src/lib/brenner-loop/calibration.ts	320	276af9e033e55908	CURRENT	1	320-320	CURRENT	TM-RA-1
ra:technique:brenner_bot/minhash-lsh/a0eaa9e8	brenner_bot	f61ba663f7fecacc4452128d7b8def4c03efcb7b	apps/web/src/lib/brenner-loop/comparison.ts	95	7c378e838d9bae71	CURRENT	1	95-95	CURRENT	TM-RA-1
ra:technique:brenner_bot/minhash-lsh/a0eaa9e8	brenner_bot	f61ba663f7fecacc4452128d7b8def4c03efcb7b	apps/web/src/lib/brenner-loop/comparison.ts	107	3f5dc9443cd1b45a	CURRENT	1	107-107	CURRENT	TM-RA-1
ra:technique:brenner_bot/rate-distortion-embedding-hash/a4393e0a	brenner_bot	f61ba663f7fecacc4452128d7b8def4c03efcb7b	apps/web/src/lib/brenner-loop/search/embeddings.ts	53	b200fd29ed9a8b4d	CURRENT	1	53-53	CURRENT	TM-RA-1
ra:technique:brenner_bot/rate-distortion-embedding-hash/a4393e0a	brenner_bot	f61ba663f7fecacc4452128d7b8def4c03efcb7b	apps/web/src/lib/brenner-loop/search/embeddings.ts	80	3fdc2875093a6920	CURRENT	1	80-80	CURRENT	TM-RA-1
ra:technique:brenner_bot/rate-distortion-embedding-hash/a4393e0a	brenner_bot	f61ba663f7fecacc4452128d7b8def4c03efcb7b	apps/web/src/lib/brenner-loop/search/embeddings.ts	132	40399d9820130ab1	CURRENT	1	132-132	CURRENT	TM-RA-1
ra:technique:brenner_bot/rm-deterministic-hashing-ordering/3142883d	brenner_bot	f61ba663f7fecacc4452128d7b8def4c03efcb7b	apps/web/src/lib/brenner-loop/export.ts	464	d5935d6560048fd0	CURRENT	1	464-464	CURRENT	TM-RA-1
ra:technique:brenner_bot/rm-deterministic-hashing-ordering/3142883d	brenner_bot	f61ba663f7fecacc4452128d7b8def4c03efcb7b	apps/web/src/lib/brenner-loop/export.ts	479	71fd8ed2d9690d17	CURRENT	1	479-479	CURRENT	TM-RA-1
ra:technique:brenner_bot/scientific-method-brenner/ca060347	brenner_bot	f61ba663f7fecacc4452128d7b8def4c03efcb7b	apps/web/src/lib/brenner-loop/operators/framework.ts	28	37c90bdeebbfac0d	CURRENT	1	28-28	CURRENT	TM-RA-1
ra:technique:brenner_bot/scientific-method-brenner/ca060347	brenner_bot	f61ba663f7fecacc4452128d7b8def4c03efcb7b	apps/web/src/lib/brenner-loop/operators/framework.ts	47	214136c007b430f6	CURRENT	1	47-47	CURRENT	TM-RA-1
ra:technique:brenner_bot/scientific-method-brenner/ca060347	brenner_bot	f61ba663f7fecacc4452128d7b8def4c03efcb7b	apps/web/src/lib/brenner-loop/operators/framework.ts	82	1410e35cac0c025f	CURRENT	1	82-82	CURRENT	TM-RA-1
ra:technique:bulk_transcribe_youtube_videos_from_playlist/local.logprob-confidence-normalization/c69d7e1a	bulk_transcribe_youtube_videos_from_playlist	ae3fb76e6f839a0aebe31177a829255f69783eef	bulk_transcribe_youtube_videos_from_playlist.py	245	c50480b8b9ee47c0	CURRENT	1	245-245	CURRENT	TM-RA-1
ra:technique:bulk_transcribe_youtube_videos_from_playlist/local.regex-sentence-splitter-with-quote-balance/778ef82c	bulk_transcribe_youtube_videos_from_playlist	ae3fb76e6f839a0aebe31177a829255f69783eef	bulk_transcribe_youtube_videos_from_playlist.py	82	1ca54ff8bd311e76	CURRENT	1	82-82	CURRENT	TM-RA-1
ra:technique:bulk_transcribe_youtube_videos_from_playlist/local.regex-sentence-splitter-with-quote-balance/778ef82c	bulk_transcribe_youtube_videos_from_playlist	ae3fb76e6f839a0aebe31177a829255f69783eef	bulk_transcribe_youtube_videos_from_playlist.py	91	a88a045bcdcde8af	CURRENT	1	91-91	CURRENT	TM-RA-1
ra:technique:bulk_transcribe_youtube_videos_from_playlist/locks-spin-mcs/d99e80dc	bulk_transcribe_youtube_videos_from_playlist	ae3fb76e6f839a0aebe31177a829255f69783eef	bulk_transcribe_youtube_videos_from_playlist.py	229	a54358cabb9ab20a	CURRENT	1	229-229	CURRENT	TM-RA-1
